primary_label,filename,duration,clip_start_time,rating
blrwar1,blrwar1/XC808108.ogg,54.309,10,5.0
bcnher,bcnher/XC702327.ogg,114.264,80,4.0
comgre,comgre/XC554092.ogg,55.8,15,5.0
litgre1,litgre1/XC797801.ogg,240.12,185,4.5
eucdov,eucdov/XC739250.ogg,75.096,25,3.5
blrwar1,blrwar1/XC319596.ogg,645.878,605,4.0
bkwsti,bkwsti/XC718462.ogg,214.296,75,5.0
hoopoe,hoopoe/XC799485.ogg,177.84,60,4.0
litswi1,litswi1/XC253699.ogg,484.023,75,4.5
woosan,woosan/XC557254.ogg,13.035,5,4.5
ashdro1,ashdro1/XC210374.ogg,13.968,10,3.5
blrwar1,blrwar1/XC655231.ogg,126.384,0,5.0
whcbar1,whcbar1/XC786596.ogg,14.952,10,5.0
rerswa1,rerswa1/XC463164.ogg,155.271,55,5.0
pursun4,pursun4/XC116821.ogg,17.058,0,4.0
commyn,commyn/XC519640.ogg,2630.352,1645,1.0
hoopoe,hoopoe/XC459931.ogg,32.078,25,4.0
barswa,barswa/XC141346.ogg,24.503,20,4.5
blnmon1,blnmon1/XC379910.ogg,15.229,5,5.0
junbab2,junbab2/XC19745.ogg,23.432,10,5.0
blnmon1,blnmon1/XC503741.ogg,7.008,5,3.0
eucdov,eucdov/XC791491.ogg,26.253,10,4.5
commyn,commyn/XC519640.ogg,2630.352,1810,1.0
eaywag1,eaywag1/XC312182.ogg,12.904,5,2.0
asikoe2,asikoe2/XC721360.ogg,64.601,35,5.0
comtai1,comtai1/XC834668.ogg,224.544,0,5.0
blrwar1,blrwar1/XC563337.ogg,2804.208,2560,3.5
blrwar1,blrwar1/XC770034.ogg,1668.792,495,5.0
rewbul,rewbul/XC26326.ogg,46.263,35,3.5
blrwar1,blrwar1/XC419888.ogg,318.197,315,4.0
lirplo,lirplo/XC374914.ogg,574.56,160,2.5
whbwoo2,whbwoo2/XC397014.ogg,18.181,5,4.0
commoo3,commoo3/XC784581.ogg,28.707,20,5.0
litspi1,litspi1/XC811558.ogg,74.808,50,5.0
graher1,graher1/XC545996.ogg,97.75,55,3.0
graher1,graher1/XC497249.ogg,48.588,40,5.0
lirplo,lirplo/XC374919.ogg,369.936,335,3.5
eurcoo,eurcoo/XC702526.ogg,31.66,30,2.5
goflea1,goflea1/XC196747.ogg,127.8,80,4.0
comgre,comgre/XC686484.ogg,131.134,85,5.0
putbab1,putbab1/XC210540.ogg,13.349,10,3.0
brnshr,brnshr/XC267578.ogg,222.772,195,4.5
yebbul3,yebbul3/XC353474.ogg,21.636,15,4.0
thbwar1,thbwar1/XC485178.ogg,424.344,135,5.0
blakit1,blakit1/XC411133.ogg,17.449,5,4.0
grywag,grywag/XC726568.ogg,31.68,5,4.5
crseag1,crseag1/XC810563.ogg,61.056,25,4.0
hoopoe,hoopoe/XC318438.ogg,871.732,790,4.0
grywag,grywag/XC185672.ogg,28.5,20,2.0
rewbul,rewbul/XC838782.ogg,142.032,120,5.0
hoopoe,hoopoe/XC145090.ogg,66.926,40,3.5
commoo3,commoo3/XC719861.ogg,61.936,20,5.0
labcro1,labcro1/XC523445.ogg,119.52,35,5.0
blrwar1,blrwar1/XC810149.ogg,98.967,5,4.0
blakit1,blakit1/XC511560.ogg,113.472,0,3.0
copbar1,copbar1/XC192035.ogg,22.7,5,4.0
comros,comros/XC573419.ogg,106.423,15,4.0
rewlap1,rewlap1/XC572651.ogg,36.96,25,5.0
spodov,spodov/XC710635.ogg,47.448,45,5.0
grewar3,grewar3/XC189948.ogg,142.42,80,4.0
litgre1,litgre1/XC549145.ogg,17.92,5,2.0
crseag1,crseag1/XC388510.ogg,56.947,30,3.0
commyn,commyn/XC521179.ogg,1757.544,1320,2.0
ashdro1,ashdro1/XC396854.ogg,38.034,35,5.0
aspswi1,aspswi1/XC362689.ogg,15.412,15,3.0
comros,comros/XC264048.ogg,127.713,70,4.0
blrwar1,blrwar1/XC248908.ogg,639.451,620,5.0
rewlap1,rewlap1/XC560507.ogg,33.933,30,0.0
graher1,graher1/XC496723.ogg,274.808,165,3.0
litgre1,litgre1/XC579852.ogg,29.283,5,5.0
bcnher,bcnher/XC466179.ogg,132.415,90,4.5
grewar3,grewar3/XC568561.ogg,112.248,25,5.0
houspa,houspa/XC326674.ogg,871.34,95,2.5
eucdov,eucdov/XC808146.ogg,39.258,5,4.0
blhori1,blhori1/XC216527.ogg,69.433,30,5.0
barswa,barswa/XC817803.ogg,810.031,375,2.5
inbrob1,inbrob1/XC768717.ogg,76.44,50,4.5
brcful1,brcful1/XC196965.ogg,43.536,5,4.0
eucdov,eucdov/XC811631.ogg,371.869,70,5.0
barswa,barswa/XC457792.ogg,21.744,0,3.0
purher1,purher1/XC733410.ogg,70.112,45,4.0
grtdro1,grtdro1/XC551678.ogg,65.437,40,3.5
eaywag1,eaywag1/XC372974.ogg,30.616,5,4.0
houspa,houspa/XC326996.ogg,871.837,155,2.5
blakit1,blakit1/XC794957.ogg,79.438,50,5.0
comros,comros/XC319190.ogg,71.208,50,2.0
blhori1,blhori1/XC390346.ogg,20.428,5,3.0
goflea1,goflea1/XC741502.ogg,76.896,75,5.0
comior1,comior1/XC119088.ogg,23.808,10,1.5
blrwar1,blrwar1/XC655922.ogg,346.152,255,4.5
woosan,woosan/XC378704.ogg,43.572,40,4.0
litgre1,litgre1/XC823142.ogg,28.959,5,5.0
zitcis1,zitcis1/XC545711.ogg,50.468,30,5.0
litegr,litegr/XC800990.ogg,116.088,55,4.5
eurcoo,eurcoo/XC190771.ogg,258.847,235,4.5
grenig1,grenig1/XC151818.ogg,159.556,95,4.5
houspa,houspa/XC791003.ogg,523.807,175,3.5
rewbul,rewbul/XC543487.ogg,84.532,15,4.0
rorpar,rorpar/XC202572.ogg,76.434,0,4.0
commyn,commyn/XC362679.ogg,42.136,20,5.0
brnhao1,brnhao1/XC775185.ogg,184.215,120,4.0
labcro1,labcro1/XC116711.ogg,137.482,60,5.0
grbeat1,grbeat1/XC782106.ogg,19.297,0,5.0
houspa,houspa/XC326991.ogg,871.811,150,2.5
grnwar1,grnwar1/XC505336.ogg,34.351,10,0.0
shikra1,shikra1/XC725209.ogg,2.586,0,4.0
whbbul2,whbbul2/XC481156.ogg,51.827,50,5.0
houspa,houspa/XC326655.ogg,868.859,25,2.5
plapri1,plapri1/XC268572.ogg,12.852,0,3.0
barswa,barswa/XC817803.ogg,810.031,360,2.5
comkin1,comkin1/XC357709.ogg,44.042,40,2.5
grtdro1,grtdro1/XC372567.ogg,103.008,40,3.5
rewlap1,rewlap1/XC510665.ogg,227.971,120,5.0
litswi1,litswi1/XC806822.ogg,5.016,0,4.0
comros,comros/XC208343.ogg,151.536,95,3.5
rewlap1,rewlap1/XC802187.ogg,18.936,15,5.0
rossta2,rossta2/XC576859.ogg,135.184,85,5.0
bkwsti,bkwsti/XC698235.ogg,12.888,0,4.5
whbwoo2,whbwoo2/XC319054.ogg,26.784,10,5.0
whiter2,whiter2/XC265267.ogg,373.603,320,3.0
malwoo1,malwoo1/XC342687.ogg,5.773,5,2.5
laudov1,laudov1/XC185716.ogg,36.885,35,4.0
insbab1,insbab1/XC190733.ogg,65.064,20,4.0
brwowl1,brwowl1/XC416849.ogg,30.066,25,3.0
hoopoe,hoopoe/XC598504.ogg,120.048,90,4.0
asikoe2,asikoe2/XC858894.ogg,37.8,25,5.0
whiter2,whiter2/XC336348.ogg,62.496,55,3.0
grewar3,grewar3/XC574994.ogg,1380.806,505,5.0
bcnher,bcnher/XC800593.ogg,165.922,30,4.0
kenplo1,kenplo1/XC718495.ogg,107.88,80,4.0
litgre1,litgre1/XC364626.ogg,5.068,0,3.0
commoo3,commoo3/XC548701.ogg,17.293,0,3.5
houspa,houspa/XC790998.ogg,2113.358,1755,3.5
woosan,woosan/XC747318.ogg,11.076,0,3.0
bcnher,bcnher/XC298152.ogg,34.664,0,3.5
comkin1,comkin1/XC289822.ogg,524.539,30,2.0
thbwar1,thbwar1/XC394029.ogg,77.76,55,5.0
litgre1,litgre1/XC806247.ogg,28.574,5,5.0
wemhar1,wemhar1/XC671939.ogg,57.576,25,4.5
comior1,comior1/XC151312.ogg,75.546,5,4.0
gybpri1,gybpri1/XC548375.ogg,34.847,10,3.0
comgre,comgre/XC383978.ogg,109.505,75,2.5
grnwar1,grnwar1/XC135009.ogg,116.472,105,4.5
bladro1,bladro1/XC380606.ogg,170.631,70,4.0
thbwar1,thbwar1/XC755637.ogg,57.443,10,4.0
commoo3,commoo3/XC557330.ogg,66.552,60,1.0
blrwar1,blrwar1/XC568493.ogg,998.452,90,5.0
grewar3,grewar3/XC567620.ogg,13.558,0,3.5
bkwsti,bkwsti/XC165708.ogg,24.973,5,3.5
whbwat1,whbwat1/XC764942.ogg,74.736,20,5.0
btbeat1,btbeat1/XC741388.ogg,28.776,20,5.0
grewar3,grewar3/XC753208.ogg,185.376,65,5.0
categr,categr/XC624047.ogg,36.624,25,5.0
grecou1,grecou1/XC764542.ogg,163.752,105,4.0
revbul,revbul/XC509417.ogg,326.496,245,5.0
rewbul,rewbul/XC304461.ogg,45.024,0,4.0
thbwar1,thbwar1/XC755643.ogg,242.016,200,5.0
comgre,comgre/XC366334.ogg,62.694,45,4.5
grbeat1,grbeat1/XC338843.ogg,116.062,110,4.0
eaywag1,eaywag1/XC513497.ogg,62.688,10,0.0
blnmon1,blnmon1/XC150935.ogg,23.327,15,4.0
bcnher,bcnher/XC481923.ogg,83.4,65,5.0
comior1,comior1/XC710198.ogg,51.174,45,4.5
comgre,comgre/XC602468.ogg,75.442,70,4.5
blrwar1,blrwar1/XC564525.ogg,137.351,50,2.0
nutman,nutman/XC709701.ogg,59.716,20,2.5
eurcoo,eurcoo/XC483697.ogg,53.708,50,4.5
thbwar1,thbwar1/XC394029.ogg,77.76,5,5.0
grnwar1,grnwar1/XC724024.ogg,130.064,115,2.5
lesyel1,lesyel1/XC406135.ogg,36.888,25,4.0
tibfly3,tibfly3/XC643739.ogg,93.727,25,4.5
grewar3,grewar3/XC137535.ogg,18.077,15,4.0
hoopoe,hoopoe/XC279096.ogg,46.629,25,3.0
asikoe2,asikoe2/XC331680.ogg,58.07,30,2.5
graher1,graher1/XC681332.ogg,44.852,5,3.0
houspa,houspa/XC641213.ogg,195.239,145,3.5
purher1,purher1/XC381813.ogg,15.696,0,3.5
blrwar1,blrwar1/XC810324.ogg,153.048,130,4.0
litegr,litegr/XC341667.ogg,48.312,35,3.5
labcro1,labcro1/XC285048.ogg,58.514,55,3.5
barswa,barswa/XC446455.ogg,117.12,40,5.0
comtai1,comtai1/XC468261.ogg,41.456,25,4.0
eucdov,eucdov/XC345877.ogg,6.192,0,5.0
comros,comros/XC457668.ogg,24.0,10,4.0
stbkin1,stbkin1/XC194143.ogg,19.043,10,5.0
pursun4,pursun4/XC421991.ogg,36.493,25,3.5
ashpri1,ashpri1/XC384390.ogg,178.181,75,2.5
forwag1,forwag1/XC267576.ogg,155.559,150,4.0
eurcoo,eurcoo/XC190771.ogg,258.847,100,4.5
blrwar1,blrwar1/XC234437.ogg,43.311,5,4.0
gyhcaf1,gyhcaf1/XC304711.ogg,163.536,80,4.5
hoopoe,hoopoe/XC179797.ogg,57.939,45,3.0
gloibi,gloibi/XC129140.ogg,73.944,10,4.0
rerswa1,rerswa1/XC318425.ogg,12.878,5,4.0
blrwar1,blrwar1/XC572902.ogg,151.902,145,5.0
comkin1,comkin1/XC511645.ogg,216.864,5,5.0
purher1,purher1/XC412510.ogg,179.278,170,3.0
eaywag1,eaywag1/XC659629.ogg,23.088,15,4.5
categr,categr/XC451817.ogg,100.44,100,2.5
commoo3,commoo3/XC624814.ogg,9.192,0,3.0
grtdro1,grtdro1/XC184817.ogg,59.638,45,4.0
bkcbul1,bkcbul1/XC214026.ogg,139.992,110,5.0
plapri1,plapri1/XC834656.ogg,69.312,45,5.0
grewar3,grewar3/XC809712.ogg,51.552,0,2.5
asikoe2,asikoe2/XC576721.ogg,139.572,20,5.0
woosan,woosan/XC745768.ogg,36.0,25,4.0
commoo3,commoo3/XC676707.ogg,7.992,5,4.0
houspa,houspa/XC326667.ogg,870.609,860,3.5
blrwar1,blrwar1/XC826787.ogg,4670.642,3060,5.0
blrwar1,blrwar1/XC571560.ogg,1816.152,1100,4.0
hoopoe,hoopoe/XC567265.ogg,89.129,80,4.0
grewar3,grewar3/XC375013.ogg,38.374,5,4.0
bkwsti,bkwsti/XC799097.ogg,25.851,15,5.0
lesyel1,lesyel1/XC366014.ogg,5.068,0,4.0
houspa,houspa/XC303275.ogg,223.824,25,2.5
graher1,graher1/XC187169.ogg,61.962,45,4.0
eaywag1,eaywag1/XC746576.ogg,220.656,140,3.5
lirplo,lirplo/XC374231.ogg,61.414,40,4.0
blrwar1,blrwar1/XC321513.ogg,412.176,75,4.0
grywag,grywag/XC812494.ogg,91.089,65,4.5
blrwar1,blrwar1/XC826057.ogg,3866.016,1255,5.0
blrwar1,blrwar1/XC655525.ogg,203.064,90,3.5
litgre1,litgre1/XC264235.ogg,22.491,0,4.0
eaywag1,eaywag1/XC334140.ogg,11.05,0,4.0
brwowl1,brwowl1/XC637211.ogg,32.904,30,5.0
ruftre2,ruftre2/XC431189.ogg,50.913,10,4.5
marsan,marsan/XC795256.ogg,29.753,20,2.5
ashpri1,ashpri1/XC453353.ogg,128.574,45,4.5
comros,comros/XC457677.ogg,12.048,10,2.0
eurcoo,eurcoo/XC528641.ogg,11.16,5,4.0
rorpar,rorpar/XC692060.ogg,28.548,15,4.5
eurcoo,eurcoo/XC436998.ogg,29.884,25,5.0
houcro1,houcro1/XC632057.ogg,64.824,5,1.5
barswa,barswa/XC361234.ogg,168.359,5,3.0
lewduc1,lewduc1/XC234153.ogg,10.397,5,2.0
blrwar1,blrwar1/XC572385.ogg,2245.272,445,5.0
rewbul,rewbul/XC210184.ogg,37.93,35,4.5
graher1,graher1/XC839138.ogg,29.064,15,5.0
bkwsti,bkwsti/XC283845.ogg,56.424,35,3.0
rewlap1,rewlap1/XC407852.ogg,23.589,10,5.0
comior1,comior1/XC607197.ogg,78.432,50,5.0
wynlau1,wynlau1/XC775948.ogg,38.544,15,5.0
piebus1,piebus1/XC776374.ogg,483.504,220,3.5
piekin1,piekin1/XC665952.ogg,55.144,40,4.5
pursun4,pursun4/XC143460.ogg,28.296,20,4.0
rocpig,rocpig/XC503270.ogg,26.04,10,4.0
grewar3,grewar3/XC251835.ogg,261.936,125,4.0
emedov2,emedov2/XC797691.ogg,39.864,5,1.5
piekin1,piekin1/XC195767.ogg,20.558,20,5.0
spepic1,spepic1/XC460097.ogg,359.976,275,5.0
pursun4,pursun4/XC182625.ogg,41.43,10,4.5
bkwsti,bkwsti/XC810394.ogg,167.0,130,3.5
blnmon1,blnmon1/XC179439.ogg,69.564,15,5.0
greegr,greegr/XC234780.ogg,95.164,90,4.0
woosan,woosan/XC824740.ogg,5.485,0,3.0
nutman,nutman/XC718279.ogg,117.48,5,5.0
rorpar,rorpar/XC656950.ogg,52.656,40,4.5
bkwsti,bkwsti/XC690160.ogg,164.989,95,5.0
houspa,houspa/XC447435.ogg,99.892,95,3.0
whrmun,whrmun/XC839539.ogg,21.192,0,4.0
comros,comros/XC573418.ogg,70.452,60,5.0
grtdro1,grtdro1/XC537855.ogg,44.304,35,5.0
putbab1,putbab1/XC793724.ogg,52.944,20,4.0
houspa,houspa/XC554478.ogg,110.497,20,4.5
cregos1,cregos1/XC798816.ogg,27.024,25,4.0
blrwar1,blrwar1/XC826779.ogg,889.678,200,5.0
hoopoe,hoopoe/XC560376.ogg,423.384,265,5.0
blrwar1,blrwar1/XC507680.ogg,61.387,30,1.5
bcnher,bcnher/XC546218.ogg,79.728,40,3.0
comros,comros/XC571443.ogg,228.806,145,4.5
comros,comros/XC455895.ogg,9.456,5,2.0
eurcoo,eurcoo/XC714721.ogg,7.079,5,2.0
rerswa1,rerswa1/XC732234.ogg,107.208,5,4.5
houspa,houspa/XC139770.ogg,221.858,200,4.5
gryfra,gryfra/XC404357.ogg,48.692,0,2.0
houcro1,houcro1/XC443742.ogg,82.704,70,1.5
houspa,houspa/XC387938.ogg,385.202,65,3.5
blrwar1,blrwar1/XC377726.ogg,85.812,40,3.5
labcro1,labcro1/XC195058.ogg,47.256,45,5.0
blhori1,blhori1/XC607195.ogg,108.792,100,5.0
comior1,comior1/XC397743.ogg,91.011,30,4.0
bcnher,bcnher/XC800052.ogg,88.18,85,5.0
comsan,comsan/XC584609.ogg,599.902,80,4.0
eaywag1,eaywag1/XC616927.ogg,65.28,30,4.0
bkwsti,bkwsti/XC570969.ogg,54.204,0,5.0
grewar3,grewar3/XC420106.ogg,54.648,5,2.0
gloibi,gloibi/XC773519.ogg,60.081,0,4.0
pabflo1,pabflo1/XC652777.ogg,21.185,5,4.5
ruftre2,ruftre2/XC301029.ogg,58.801,30,2.5
rewbul,rewbul/XC304282.ogg,61.392,55,4.0
houcro1,houcro1/XC294461.ogg,74.083,70,3.0
houspa,houspa/XC506733.ogg,137.273,30,2.5
blrwar1,blrwar1/XC158484.ogg,54.988,5,5.0
grnsan,grnsan/XC820711.ogg,56.555,55,4.0
woosan,woosan/XC821349.ogg,38.415,35,5.0
commoo3,commoo3/XC709200.ogg,14.889,5,5.0
comgre,comgre/XC492653.ogg,9.509,0,2.5
rewbul,rewbul/XC207914.ogg,128.0,80,5.0
commyn,commyn/XC519640.ogg,2630.352,570,1.0
commoo3,commoo3/XC461623.ogg,16.416,10,0.0
litspi1,litspi1/XC244319.ogg,9.482,5,4.0
grywag,grywag/XC768276.ogg,5.856,5,5.0
barswa,barswa/XC485999.ogg,10.214,5,5.0
brcful1,brcful1/XC213302.ogg,21.629,20,5.0
blrwar1,blrwar1/XC660158.ogg,1591.615,1335,5.0
ashpri1,ashpri1/XC788228.ogg,24.432,10,3.5
thbwar1,thbwar1/XC755644.ogg,181.944,5,5.0
lirplo,lirplo/XC840856.ogg,44.088,5,5.0
rewlap1,rewlap1/XC577353.ogg,22.936,15,4.0
emedov2,emedov2/XC756529.ogg,129.816,125,5.0
comgre,comgre/XC668890.ogg,53.496,45,4.0
comsan,comsan/XC738502.ogg,47.904,30,5.0
purher1,purher1/XC299495.ogg,45.192,15,5.0
graher1,graher1/XC602164.ogg,51.879,0,3.0
rocpig,rocpig/XC500495.ogg,36.101,20,2.5
inbrob1,inbrob1/XC266069.ogg,36.989,5,5.0
pabflo1,pabflo1/XC632645.ogg,31.869,0,3.0
blrwar1,blrwar1/XC656165.ogg,161.384,140,4.0
asikoe2,asikoe2/XC433059.ogg,339.24,130,4.0
hoopoe,hoopoe/XC823512.ogg,55.876,0,4.5
grewar3,grewar3/XC420074.ogg,166.766,25,3.0
grewar3,grewar3/XC533876.ogg,72.072,15,2.0
commyn,commyn/XC548866.ogg,4486.536,160,4.5
piebus1,piebus1/XC710200.ogg,45.087,40,4.0
eaywag1,eaywag1/XC282377.ogg,61.231,10,3.5
copbar1,copbar1/XC531534.ogg,44.329,40,4.0
comros,comros/XC561652.ogg,145.449,85,5.0
greegr,greegr/XC432068.ogg,113.502,15,3.5
graher1,graher1/XC347259.ogg,27.533,10,3.0
putbab1,putbab1/XC464775.ogg,19.032,5,0.0
hoopoe,hoopoe/XC798812.ogg,118.182,80,4.5
bcnher,bcnher/XC663531.ogg,665.664,335,4.5
bkwsti,bkwsti/XC712439.ogg,38.113,10,5.0
brodro1,brodro1/XC477888.ogg,48.718,25,0.0
houspa,houspa/XC621056.ogg,83.352,55,3.5
comgre,comgre/XC323604.ogg,72.048,0,3.0
asikoe2,asikoe2/XC209026.ogg,35.997,30,3.0
bkwsti,bkwsti/XC365506.ogg,31.634,25,4.0
woosan,woosan/XC724017.ogg,49.946,0,5.0
blakit1,blakit1/XC807584.ogg,44.397,35,3.5
blhori1,blhori1/XC296430.ogg,38.808,20,2.0
wemhar1,wemhar1/XC620299.ogg,85.577,80,3.5
houspa,houspa/XC169664.ogg,144.822,5,3.0
plaflo1,plaflo1/XC163879.ogg,67.32,30,4.0
brodro1,brodro1/XC629315.ogg,142.056,25,4.5
houspa,houspa/XC268250.ogg,166.687,10,3.0
blakit1,blakit1/XC163903.ogg,22.128,20,3.0
hoopoe,hoopoe/XC265939.ogg,192.731,180,3.0
gryfra,gryfra/XC404357.ogg,48.692,10,2.0
zitcis1,zitcis1/XC508022.ogg,46.132,40,0.0
cregos1,cregos1/XC575551.ogg,72.552,15,5.0
lirplo,lirplo/XC718666.ogg,184.056,80,5.0
inbrob1,inbrob1/XC744706.ogg,36.744,5,5.0
lirplo,lirplo/XC362597.ogg,17.162,0,4.5
grtdro1,grtdro1/XC504750.ogg,17.789,5,5.0
blrwar1,blrwar1/XC141038.ogg,455.976,440,4.5
woosan,woosan/XC579396.ogg,59.898,15,2.5
brwowl1,brwowl1/XC637206.ogg,405.264,60,5.0
putbab1,putbab1/XC781016.ogg,161.232,120,3.5
comior1,comior1/XC197127.ogg,23.976,10,4.0
gybpri1,gybpri1/XC823428.ogg,52.297,10,3.5
rorpar,rorpar/XC770082.ogg,418.608,130,5.0
woosan,woosan/XC638862.ogg,48.404,15,5.0
nutman,nutman/XC610753.ogg,56.376,45,4.0
grnsan,grnsan/XC586152.ogg,25.338,20,3.0
eurcoo,eurcoo/XC495532.ogg,5.067,0,3.0
asbfly,asbfly/XC267681.ogg,118.309,15,4.0
gloibi,gloibi/XC779018.ogg,14.605,10,4.5
grewar3,grewar3/XC806047.ogg,1955.52,1395,3.0
blakit1,blakit1/XC495361.ogg,249.051,125,5.0
blrwar1,blrwar1/XC659273.ogg,288.072,65,3.5
gloibi,gloibi/XC464853.ogg,2.429,0,0.0
grnwar1,grnwar1/XC208785.ogg,11.05,0,4.0
comkin1,comkin1/XC185462.ogg,47.464,15,5.0
bcnher,bcnher/XC550741.ogg,135.131,135,2.0
gyhcaf1,gyhcaf1/XC859133.ogg,18.625,0,5.0
purher1,purher1/XC826929.ogg,3.082,0,4.0
grnsan,grnsan/XC683705.ogg,77.04,5,4.0
bcnher,bcnher/XC819188.ogg,67.109,20,4.0
asikoe2,asikoe2/XC648133.ogg,31.138,5,5.0
labcro1,labcro1/XC332868.ogg,10.176,5,5.0
litgre1,litgre1/XC589782.ogg,123.428,65,4.0
blrwar1,blrwar1/XC826787.ogg,4670.642,535,5.0
blrwar1,blrwar1/XC184717.ogg,109.453,65,4.0
blakit1,blakit1/XC719785.ogg,76.512,75,4.0
whbwat1,whbwat1/XC724411.ogg,43.102,25,5.0
graher1,graher1/XC786428.ogg,18.024,10,4.0
rorpar,rorpar/XC691768.ogg,28.224,25,5.0
blrwar1,blrwar1/XC826057.ogg,3866.016,1230,5.0
ruftre2,ruftre2/XC743747.ogg,265.482,250,5.0
woosan,woosan/XC754763.ogg,78.56,25,5.0
zitcis1,zitcis1/XC302789.ogg,68.728,40,3.0
blrwar1,blrwar1/XC654621.ogg,225.336,45,4.5
brnhao1,brnhao1/XC371936.ogg,92.736,20,4.0
blrwar1,blrwar1/XC659110.ogg,29.492,25,4.5
sqtbul1,sqtbul1/XC123001.ogg,56.163,55,3.0
vefnut1,vefnut1/XC249200.ogg,29.596,25,4.0
blakit1,blakit1/XC330330.ogg,146.521,130,4.0
eurcoo,eurcoo/XC571457.ogg,14.263,5,5.0
ruftre2,ruftre2/XC331399.ogg,13.819,10,5.0
blrwar1,blrwar1/XC662285.ogg,303.961,90,4.0
eaywag1,eaywag1/XC670682.ogg,39.768,35,3.0
crseag1,crseag1/XC245915.ogg,67.187,10,4.0
blakit1,blakit1/XC578425.ogg,207.336,10,5.0
blrwar1,blrwar1/XC181196.ogg,55.776,30,4.0
rewbul,rewbul/XC207900.ogg,94.224,75,4.5
blrwar1,blrwar1/XC765804.ogg,1927.944,1195,5.0
lirplo,lirplo/XC638624.ogg,6.312,5,3.0
bcnher,bcnher/XC256939.ogg,92.5,25,4.0
grewar3,grewar3/XC420087.ogg,19.879,15,3.5
marsan,marsan/XC154255.ogg,49.45,40,5.0
grejun2,grejun2/XC209347.ogg,34.22,20,5.0
pursun4,pursun4/XC514853.ogg,74.083,65,4.0
thbwar1,thbwar1/XC777659.ogg,28.608,15,4.0
putbab1,putbab1/XC291081.ogg,359.915,180,4.0
comfla1,comfla1/XC361850.ogg,137.378,115,4.5
blrwar1,blrwar1/XC826043.ogg,2153.448,265,5.0
asbfly,asbfly/XC858110.ogg,50.247,15,5.0
whiter2,whiter2/XC265268.ogg,634.593,180,3.0
graher1,graher1/XC663180.ogg,12.312,0,3.5
commyn,commyn/XC546947.ogg,2156.208,180,4.5
brnshr,brnshr/XC679573.ogg,31.56,10,4.0
blrwar1,blrwar1/XC571560.ogg,1816.152,875,4.0
blrwar1,blrwar1/XC765804.ogg,1927.944,1485,5.0
eurcoo,eurcoo/XC779546.ogg,53.676,25,5.0
blrwar1,blrwar1/XC653723.ogg,95.32,20,2.5
barswa,barswa/XC747391.ogg,24.6,20,5.0
bladro1,bladro1/XC639179.ogg,73.3,10,3.5
gargan,gargan/XC631488.ogg,18.311,10,3.0
blrwar1,blrwar1/XC321311.ogg,216.79,140,5.0
forwag1,forwag1/XC838779.ogg,69.216,5,5.0
hoopoe,hoopoe/XC278456.ogg,293.251,55,4.0
ruftre2,ruftre2/XC683048.ogg,22.656,0,5.0
zitcis1,zitcis1/XC570082.ogg,14.655,5,5.0
grewar3,grewar3/XC216107.ogg,72.046,30,3.5
houspa,houspa/XC786489.ogg,1381.903,1260,2.5
bkskit1,bkskit1/XC359051.ogg,16.561,10,3.5
eucdov,eucdov/XC647374.ogg,37.616,25,3.5
bkskit1,bkskit1/XC350246.ogg,81.11,45,5.0
zitcis1,zitcis1/XC683289.ogg,8.544,5,5.0
blrwar1,blrwar1/XC375554.ogg,37.381,30,4.0
commoo3,commoo3/XC783248.ogg,8.27,5,5.0
lesyel1,lesyel1/XC406134.ogg,151.32,150,4.0
blakit1,blakit1/XC320849.ogg,181.838,150,4.5
eurcoo,eurcoo/XC190771.ogg,258.847,195,4.5
houspa,houspa/XC635443.ogg,168.097,75,4.5
thbwar1,thbwar1/XC552310.ogg,53.054,40,4.5
brasta1,brasta1/XC308264.ogg,27.533,10,4.0
whbwat1,whbwat1/XC150449.ogg,78.84,75,4.0
graher1,graher1/XC824429.ogg,34.656,25,3.5
commoo3,commoo3/XC527647.ogg,125.884,90,3.0
grnsan,grnsan/XC486588.ogg,107.416,25,4.5
zitcis1,zitcis1/XC268680.ogg,19.383,10,4.0
brnhao1,brnhao1/XC778966.ogg,112.378,105,5.0
lirplo,lirplo/XC655854.ogg,40.08,10,3.0
houspa,houspa/XC463029.ogg,16.992,5,3.5
comros,comros/XC568933.ogg,50.887,20,5.0
asikoe2,asikoe2/XC575566.ogg,84.768,70,4.0
litgre1,litgre1/XC825767.ogg,24.92,0,4.0
plapri1,plapri1/XC606958.ogg,57.678,15,2.0
piekin1,piekin1/XC195765.ogg,43.598,25,2.5
asbfly,asbfly/XC741067.ogg,36.216,35,5.0
comros,comros/XC563798.ogg,179.644,95,3.5
comkin1,comkin1/XC511673.ogg,98.304,95,5.0
woosan,woosan/XC481808.ogg,21.216,0,5.0
houspa,houspa/XC484382.ogg,11.285,0,4.5
commoo3,commoo3/XC817465.ogg,74.808,20,3.5
comgre,comgre/XC831010.ogg,23.481,20,5.0
bkwsti,bkwsti/XC712439.ogg,38.113,25,5.0
blnmon1,blnmon1/XC684715.ogg,21.159,5,4.5
graher1,graher1/XC569908.ogg,617.744,260,4.5
houspa,houspa/XC709634.ogg,37.381,25,4.0
junowl1,junowl1/XC507441.ogg,147.12,95,5.0
lblwar1,lblwar1/XC470536.ogg,76.896,20,5.0
bkwsti,bkwsti/XC614703.ogg,118.416,115,5.0
barswa,barswa/XC741348.ogg,115.357,90,4.5
